curie	type	label	parent	parent label	role	role label	function types	description	modified date
ID	TYPE	AT rdfs:label^^xsd:string	SC %		SC 'has role' some %		SC 'has function type' some % SPLIT=|	AT dcterms:description^^xsd:string	AT dcterms:modified^^xsd:date
BSEO:0000443	class	dhf-ECP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300004		2012-10-02
BSEO:0000444	class	dhf-QZVP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000445	class	dhf-QZVPP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000446	class	dhf-SV(P)	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000447	class	dhf-SVP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000448	class	dhf-TZVP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000449	class	dhf-TZVPP	BSEO:0100003	ahlrichs_dhf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2012-10-02
BSEO:0000450	class	dyall-aae2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented all-electron 2-zeta primitive basis set	2024-11-17
BSEO:0000451	class	dyall-aae3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented all-electron 3-zeta primitive basis set	2024-11-17
BSEO:0000452	class	dyall-aae4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented all-electron 4-zeta primitive basis set	2024-11-17
BSEO:0000453	class	dyall-aae5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented all-electron 5-zeta primitive basis set	2026-02-06
BSEO:0000454	class	dyall-acv2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented core-valence 2-zeta primitive basis set	2024-11-17
BSEO:0000455	class	dyall-acv3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented core-valence 3-zeta primitive basis set	2024-11-17
BSEO:0000456	class	dyall-acv4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented core-valence 4-zeta primitive basis set	2024-11-17
BSEO:0000457	class	dyall-acv5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented core-valence 5-zeta primitive basis set	2026-02-06
BSEO:0000458	class	dyall-ae2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's all-electron 2-zeta primitive basis set	2024-11-17
BSEO:0000459	class	dyall-ae3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's all-electron 3-zeta primitive basis set	2024-11-17
BSEO:0000460	class	dyall-ae4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's all-electron 4-zeta primitive basis set	2024-11-17
BSEO:0000461	class	dyall-ae5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's all-electron 5-zeta primitive basis set	2026-02-06
BSEO:0000462	class	dyall-av2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented valence 2-zeta primitive basis set	2024-11-17
BSEO:0000463	class	dyall-av3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented valence 3-zeta primitive basis set	2024-11-17
BSEO:0000464	class	dyall-av4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented valence 4-zeta primitive basis set	2024-11-17
BSEO:0000465	class	dyall-av5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's augmented valence 5-zeta primitive basis set	2026-02-06
BSEO:0000466	class	dyall-cv2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's core-valence 2-zeta primitive basis set	2024-11-17
BSEO:0000467	class	dyall-cv3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's core-valence 3-zeta primitive basis set	2024-11-17
BSEO:0000468	class	dyall-cv4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's core-valence 4-zeta primitive basis set	2024-11-17
BSEO:0000469	class	dyall-cv5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's core-valence 5-zeta primitive basis set	2026-02-06
BSEO:0000470	class	dyall-v2z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's valence 2-zeta primitive basis set	2024-11-17
BSEO:0000471	class	dyall-v3z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's valence 3-zeta primitive basis set	2024-11-17
BSEO:0000472	class	dyall-v4z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's valence 4-zeta primitive basis set	2024-11-17
BSEO:0000473	class	dyall-v5z	BSEO:0100029	dyall	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Dyall's valence 5-zeta primitive basis set	2026-02-06
BSEO:0000474	class	DZ (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001	DZ      Double Zeta: 2 Functions/AO	2007-01-15
BSEO:0000475	class	DZ + Double Rydberg (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZ2R    Double Zeta + Double Rydberg Functions	2007-01-15
BSEO:0000476	class	DZ + Rydberg (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZ1R    Double Zeta: 2 Functions/AO	2007-01-15
BSEO:0000477	class	DZP (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP     Double Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000478	class	DZP + Diffuse (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZPD    Double Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000479	class	DZP + Rydberg (Dunning-Hay)	BSEO:0100024	dunning_hay	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP1R   Double Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000480	class	epc-10s10p10d10f	BSEO:0100046	pb	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	Even-tempered 8s8p8d protonic basis	2024-11-17
BSEO:0000481	class	epc-8s8p8d	BSEO:0100046	pb	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Even-tempered 8s8p8d protonic basis	2024-01-23
BSEO:0000482	class	FANO-5Z	BSEO:0100007	ano_claudino	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Frozen Atomic Natural Orbital - 5-Zeta	2019-03-27
BSEO:0000483	class	FANO-6Z	BSEO:0100007	ano_claudino	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Frozen Atomic Natural Orbital - 6-Zeta	2019-03-27
BSEO:0000484	class	FANO-DZ	BSEO:0100007	ano_claudino	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Frozen Atomic Natural Orbital - Double Zeta	2019-03-27
BSEO:0000485	class	FANO-QZ	BSEO:0100007	ano_claudino	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Frozen Atomic Natural Orbital - Quadruple Zeta	2019-03-27
BSEO:0000486	class	FANO-TZ	BSEO:0100007	ano_claudino	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Frozen Atomic Natural Orbital - Triple Zeta	2019-03-27
BSEO:0000487	class	Grimme vDZP	BSEO:0100030	grimme	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	Small basis set used in wB97X-3c method	2024-08-17
BSEO:0000488	class	HGBS-5	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-5} without polarization	2021-02-01
BSEO:0000489	class	HGBS-7	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-7} without polarization	2021-02-01
BSEO:0000490	class	HGBS-9	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-9} without polarization	2020-05-05
BSEO:0000491	class	HGBSP1-5	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-5} with 1 polarization shell	2021-02-01
BSEO:0000492	class	HGBSP1-7	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-7} with 1 polarization shell	2021-02-01
BSEO:0000493	class	HGBSP1-9	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-9} with 1 polarization shell	2020-05-05
BSEO:0000494	class	HGBSP2-5	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-5} with 2 polarization shells	2021-02-01
BSEO:0000495	class	HGBSP2-7	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-7} with 2 polarization shells	2021-02-01
BSEO:0000496	class	HGBSP2-9	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-9} with 2 polarization shells	2020-05-05
BSEO:0000497	class	HGBSP3-5	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-5} with 3 polarization shells	2021-02-01
BSEO:0000498	class	HGBSP3-7	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-7} with 3 polarization shells	2021-02-01
BSEO:0000499	class	HGBSP3-9	BSEO:0100039	lehtola_hgbs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Hydrogenic Gaussian basis set formed at tolerance 10^{-9} with 3 polarization shells	2020-05-05
BSEO:0000500	class	IGLO-II	BSEO:0100032	iglo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Valence Double Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000501	class	IGLO-III	BSEO:0100032	iglo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZP Valence Triple Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000502	class	jgauss-dzp	BSEO:0100034	jgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	dzp basis of Schafer/Horn/Ahlrichs/Gauss	2019-10-02
BSEO:0000503	class	jgauss-qz2p	BSEO:0100034	jgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	qz2p basis of Schafer/Horn/Ahlrichs/Gauss	2019-10-02
BSEO:0000504	class	jgauss-qzp	BSEO:0100034	jgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	qzp basis of Schafer/Horn/Ahlrichs/Gauss	2019-10-02
BSEO:0000505	class	jgauss-tzp1	BSEO:0100034	jgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	tzp1 basis of Schafer/Horn/Ahlrichs/Gauss	2019-10-02
BSEO:0000506	class	jgauss-tzp2	BSEO:0100034	jgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	tzp2 basis of Schafer/Horn/Ahlrichs/Gauss	2019-10-02
BSEO:0000507	class	jorge-5ZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	5ZP: 5 zeta valence quality plus polarization	2014-04-25
BSEO:0000508	class	jorge-5ZP-DKH	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	5ZP-DKH: 5 zeta valence quality plus polarization (DKH)	2014-05-13
BSEO:0000509	class	jorge-5ZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	5ZP-ZORA: All-electron 5-zeta valence quality plus polarization functions (ZORA)	2025-10-30
BSEO:0000510	class	jorge-6ZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	6ZP: 6 zeta valence quality plus polarization	2014-05-09
BSEO:0000511	class	jorge-6ZP-DKH	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	6ZP-DKH: 6 zeta valence quality plus polarization (DKH)	2014-05-13
BSEO:0000512	class	jorge-6ZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	6ZP-ZORA: All-electron 6-zeta valence quality plus polarization functions (ZORA)	2025-10-30
BSEO:0000513	class	jorge-A5ZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	A5ZP: Augmented 5 zeta valence quality plus polarization	2014-04-25
BSEO:0000514	class	jorge-A6ZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	A6ZP-ZORA: All-electron 6-zeta valence quality plus polarization functions	2025-10-30
BSEO:0000515	class	jorge-ADZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ADZP: Augmented double zeta valence quality plus polarization	2014-05-09
BSEO:0000516	class	jorge-AQZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	AQZP: Augmented quadruple zeta valence quality plus polarization	2014-04-25
BSEO:0000517	class	jorge-ATZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ATZP: Augmented triple zeta valence quality plus polarization	2014-04-25
BSEO:0000518	class	jorge-ATZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ATZP-ZORA, augmented all-electron triple-zeta basis for calculations with the ZORA approach	2021-07-08
BSEO:0000519	class	jorge-DZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP: Double zeta valence quality plus polarization	2014-05-05
BSEO:0000520	class	jorge-DZP-DKH	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP-DKH: Double zeta valence quality plus polarization (DKH)	2014-05-13
BSEO:0000521	class	jorge-DZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP-ZORA: All-electron double zeta valence quality plus polarization functions (ZORA)	2024-12-04
BSEO:0000522	class	jorge-QZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZP: Quadruple zeta valence quality plus polarization	2014-04-25
BSEO:0000523	class	jorge-QZP-DKH	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZP-DKH: Quadruple zeta valence quality plus polarization (DKH)	2014-05-13
BSEO:0000524	class	jorge-QZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZP-ZORA: All-electron quadruple-zeta valence quality plus polarization functions (ZORA)	2025-10-30
BSEO:0000525	class	jorge-TZP	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZP: Triple zeta valence quality plus polarization	2014-05-05
BSEO:0000526	class	jorge-TZP-DKH	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZP-DKH: Triple zeta valence quality plus polarization (DKH)	2014-05-13
BSEO:0000527	class	jorge-TZP-ZORA	BSEO:0100035	jorge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZP-ZORA, all-electron triple-zeta basis for calculations with the ZORA approach	2021-07-08
BSEO:0000528	class	jul-cc-pV(D+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jul-cc-pV(D+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000529	class	jul-cc-pV(Q+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jul-cc-pV(Q+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000530	class	jul-cc-pV(T+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jul-cc-pV(T+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000531	class	jun-cc-pV(D+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jun-cc-pV(D+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000532	class	jun-cc-pV(Q+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jun-cc-pV(Q+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000533	class	jun-cc-pV(T+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jun-cc-pV(T+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000534	class	Koga unpolarized	BSEO:0100036	koga	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Non-relativistic unpolarized basis sets for atomic calculations, designed for use in uncontracted form	2021-01-28
BSEO:0000535	class	LANL08	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	LANL08(uncontracted)	2008-08-14
BSEO:0000536	class	LANL08(d)	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	LANL08 + polarization and diffuse	2008-08-14
BSEO:0000537	class	LANL08(f)	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2008-08-14
BSEO:0000538	class	LANL08+	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	LANL08+ diffuse	2008-08-14
BSEO:0000539	class	LANL2DZ	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2013-03-25
BSEO:0000540	class	LANL2DZ ECP	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300004		2013-03-25
BSEO:0000541	class	LANL2DZdp	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	DZP  Double Zeta + Polarization + Diffuse ECP	2007-01-15
BSEO:0000542	class	LANL2TZ	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2008-08-14
BSEO:0000543	class	LANL2TZ(f)	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2008-08-14
BSEO:0000544	class	LANL2TZ+	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	LANL2TZ+ with diffuse d functions	2008-08-14
BSEO:0000545	class	lcecp-0-QZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000546	class	lcecp-0-QZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000547	class	lcecp-0-SV(P)	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-0-SVP	2026-02-09
BSEO:0000548	class	lcecp-0-SVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000549	class	lcecp-0-TZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000550	class	lcecp-0-TZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-0-TZVP	2026-02-09
BSEO:0000551	class	lcecp-1-QZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000552	class	lcecp-1-QZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000553	class	lcecp-1-SV(P)	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-1-SVP	2026-02-09
BSEO:0000554	class	lcecp-1-SVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000555	class	lcecp-1-TZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000556	class	lcecp-1-TZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-1-TZVP	2026-02-09
BSEO:0000557	class	lcecp-2-QZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000558	class	lcecp-2-QZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000559	class	lcecp-2-SV(P)	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-2-SVP	2026-02-09
BSEO:0000560	class	lcecp-2-SVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000561	class	lcecp-2-TZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2026-02-09
BSEO:0000562	class	lcecp-2-TZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	lcecp-2-TZVP	2026-02-09
BSEO:0000563	class	m6-31G	BSEO:0100051	pople_mod	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-05-19
BSEO:0000564	class	m6-31G*	BSEO:0100051	pople_mod	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-05-19
BSEO:0000565	class	maug-cc-pV(D+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	jun-cc-pV(D+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000566	class	maug-cc-pV(Q+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	apr-cc-pV(Q+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000567	class	maug-cc-pV(T+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	may-cc-pV(T+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000568	class	may-cc-pV(Q+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	may-cc-pV(Q+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000569	class	may-cc-pV(T+d)Z	BSEO:0100062	truhlar	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	may-cc-pV(T+d)Z basis of Papajak/Truhlar	2013-01-23
BSEO:0000570	class	MIDI	BSEO:0100031	huzinaga	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300003	Huzinaga MIDI	2007-01-15
BSEO:0000571	class	MIDI!	BSEO:0100031	huzinaga	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Valence Double Zeta + Polarization on some atoms	2007-01-15
BSEO:0000572	class	MIDIX	BSEO:0100031	huzinaga	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Valence Double Zeta + Polarization on some atoms	2007-01-15
BSEO:0000573	class	MINI	BSEO:0100031	huzinaga	BSEO:0200008	orbital	BSEO:0300001	Huzinaga MINI	2007-01-15
BSEO:0000574	class	modified-LANL2DZ	BSEO:0100037	lanl	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	Couty-Hall Modified LANL2DZ Basis Sets for Transition Metals	2010-05-19
BSEO:0000575	class	NASA Ames ANO	BSEO:0100006	ano	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	2008-01-15
BSEO:0000576	class	NASA Ames ANO2	BSEO:0100006	ano	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	2008-01-15
BSEO:0000577	class	NASA Ames cc-pCV5Z	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000578	class	NASA Ames cc-pCVQZ	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000579	class	NASA Ames cc-pCVTZ	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000580	class	NASA Ames cc-pV5Z	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000581	class	NASA Ames cc-pVQZ	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000582	class	NASA Ames cc-pVTZ	BSEO:0100041	nasa	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-08-26
BSEO:0000583	class	NLO-V	BSEO:0100044	paschoal	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	NLO-V (V=1-3) used to calculate linear and mainly nonlinear optical properties for molecules	2014-04-26
BSEO:0000584	class	NMR-DKH (TZ2P)	BSEO:0100044	paschoal	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	NMR-DKH (TZ2P) triple-zeta doubly-polarized	2017-10-12
BSEO:0000585	class	ORP	BSEO:0100042	orp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ORP (Optical Rotation Prediction) Basis Set	2019-07-31
BSEO:0000586	class	Partridge Uncontracted 1	BSEO:0100043	partridge	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-01-20
