ID	TYPE	basis set	element	element CURIE	element name
BSEO:0000454	class	dyall-acv2z	88	CHEBI:33325	radium
BSEO:0000454	class	dyall-acv2z	104	CHEBI:33346	rutherfordium
BSEO:0000454	class	dyall-acv2z	105	CHEBI:33349	dubnium
BSEO:0000454	class	dyall-acv2z	106	CHEBI:33351	seaborgium
BSEO:0000454	class	dyall-acv2z	107	CHEBI:33355	bohrium
BSEO:0000454	class	dyall-acv2z	108	CHEBI:33357	hassium
BSEO:0000454	class	dyall-acv2z	109	CHEBI:33361	meitnerium
BSEO:0000454	class	dyall-acv2z	110	CHEBI:33367	darmstadtium
BSEO:0000454	class	dyall-acv2z	111	CHEBI:33368	roentgenium
BSEO:0000454	class	dyall-acv2z	112	CHEBI:33517	copernicium
BSEO:0000454	class	dyall-acv2z	113	CHEBI:194533	nihonium
BSEO:0000454	class	dyall-acv2z	114	CHEBI:194531	flerovium
BSEO:0000454	class	dyall-acv2z	115	CHEBI:194535	moscovium
BSEO:0000454	class	dyall-acv2z	116	CHEBI:194537	livermorium
BSEO:0000454	class	dyall-acv2z	117	CHEBI:194539	tennessine
BSEO:0000454	class	dyall-acv2z	118	CHEBI:194541	oganesson
BSEO:0000455	class	dyall-acv3z	1	CHEBI:49637	hydrogen
BSEO:0000455	class	dyall-acv3z	2	CHEBI:30217	helium
BSEO:0000455	class	dyall-acv3z	3	CHEBI:30145	lithium
BSEO:0000455	class	dyall-acv3z	4	CHEBI:30501	beryllium
BSEO:0000455	class	dyall-acv3z	5	CHEBI:27560	boron
BSEO:0000455	class	dyall-acv3z	6	CHEBI:27594	carbon
BSEO:0000455	class	dyall-acv3z	7	CHEBI:25555	nitrogen
BSEO:0000455	class	dyall-acv3z	8	CHEBI:25805	oxygen
BSEO:0000455	class	dyall-acv3z	9	CHEBI:24061	fluorine
BSEO:0000455	class	dyall-acv3z	10	CHEBI:33310	neon
BSEO:0000455	class	dyall-acv3z	11	CHEBI:26708	sodium
BSEO:0000455	class	dyall-acv3z	12	CHEBI:25107	magnesium
BSEO:0000455	class	dyall-acv3z	13	CHEBI:28984	aluminium
BSEO:0000455	class	dyall-acv3z	14	CHEBI:27573	silicon
BSEO:0000455	class	dyall-acv3z	15	CHEBI:28659	phosphorus
BSEO:0000455	class	dyall-acv3z	16	CHEBI:26833	sulfur
BSEO:0000455	class	dyall-acv3z	17	CHEBI:23116	chlorine
BSEO:0000455	class	dyall-acv3z	18	CHEBI:49475	argon
BSEO:0000455	class	dyall-acv3z	19	CHEBI:26216	potassium
BSEO:0000455	class	dyall-acv3z	20	CHEBI:22984	calcium
BSEO:0000455	class	dyall-acv3z	21	CHEBI:33330	scandium
BSEO:0000455	class	dyall-acv3z	22	CHEBI:33341	titanium
BSEO:0000455	class	dyall-acv3z	23	CHEBI:27698	vanadium
BSEO:0000455	class	dyall-acv3z	24	CHEBI:28073	chromium
BSEO:0000455	class	dyall-acv3z	25	CHEBI:18291	manganese
BSEO:0000455	class	dyall-acv3z	26	CHEBI:18248	iron
BSEO:0000455	class	dyall-acv3z	27	CHEBI:27638	cobalt
BSEO:0000455	class	dyall-acv3z	28	CHEBI:28112	nickel
BSEO:0000455	class	dyall-acv3z	29	CHEBI:28694	copper
BSEO:0000455	class	dyall-acv3z	30	CHEBI:27363	zinc
BSEO:0000455	class	dyall-acv3z	31	CHEBI:49631	gallium
BSEO:0000455	class	dyall-acv3z	32	CHEBI:30441	germanium
BSEO:0000455	class	dyall-acv3z	33	CHEBI:27563	arsenic
BSEO:0000455	class	dyall-acv3z	34	CHEBI:27568	selenium
BSEO:0000455	class	dyall-acv3z	35	CHEBI:22927	bromine
BSEO:0000455	class	dyall-acv3z	36	CHEBI:49696	krypton
BSEO:0000455	class	dyall-acv3z	37	CHEBI:33322	rubidium
BSEO:0000455	class	dyall-acv3z	38	CHEBI:33324	strontium
BSEO:0000455	class	dyall-acv3z	39	CHEBI:33331	yttrium
BSEO:0000455	class	dyall-acv3z	40	CHEBI:33342	zirconium
BSEO:0000455	class	dyall-acv3z	41	CHEBI:33344	niobium
BSEO:0000455	class	dyall-acv3z	42	CHEBI:28685	molybdenum
BSEO:0000455	class	dyall-acv3z	43	CHEBI:33353	technetium
BSEO:0000455	class	dyall-acv3z	44	CHEBI:30682	ruthenium
BSEO:0000455	class	dyall-acv3z	45	CHEBI:33359	rhodium
BSEO:0000455	class	dyall-acv3z	46	CHEBI:33363	palladium
BSEO:0000455	class	dyall-acv3z	47	CHEBI:30512	silver
BSEO:0000455	class	dyall-acv3z	48	CHEBI:22977	cadmium
BSEO:0000455	class	dyall-acv3z	49	CHEBI:30430	indium
BSEO:0000455	class	dyall-acv3z	50	CHEBI:27007	tin
BSEO:0000455	class	dyall-acv3z	51	CHEBI:30513	antimony
BSEO:0000455	class	dyall-acv3z	52	CHEBI:30452	tellurium
BSEO:0000455	class	dyall-acv3z	53	CHEBI:24859	iodine
BSEO:0000455	class	dyall-acv3z	54	CHEBI:49957	xenon
BSEO:0000455	class	dyall-acv3z	55	CHEBI:30514	caesium
BSEO:0000455	class	dyall-acv3z	56	CHEBI:32594	barium
BSEO:0000455	class	dyall-acv3z	72	CHEBI:33343	hafnium
BSEO:0000455	class	dyall-acv3z	73	CHEBI:33348	tantalum
BSEO:0000455	class	dyall-acv3z	74	CHEBI:27998	tungsten
BSEO:0000455	class	dyall-acv3z	75	CHEBI:49882	rhenium
BSEO:0000455	class	dyall-acv3z	76	CHEBI:30687	osmium
BSEO:0000455	class	dyall-acv3z	77	CHEBI:49666	iridium
BSEO:0000455	class	dyall-acv3z	78	CHEBI:33364	platinum
BSEO:0000455	class	dyall-acv3z	79	CHEBI:29287	gold
BSEO:0000455	class	dyall-acv3z	80	CHEBI:25195	mercury
BSEO:0000455	class	dyall-acv3z	81	CHEBI:30440	thallium
BSEO:0000455	class	dyall-acv3z	82	CHEBI:25016	lead
BSEO:0000455	class	dyall-acv3z	83	CHEBI:33301	bismuth
BSEO:0000455	class	dyall-acv3z	84	CHEBI:33313	polonium
BSEO:0000455	class	dyall-acv3z	85	CHEBI:30415	astatine
BSEO:0000455	class	dyall-acv3z	86	CHEBI:33314	radon
BSEO:0000455	class	dyall-acv3z	87	CHEBI:33323	francium
BSEO:0000455	class	dyall-acv3z	88	CHEBI:33325	radium
BSEO:0000455	class	dyall-acv3z	104	CHEBI:33346	rutherfordium
BSEO:0000455	class	dyall-acv3z	105	CHEBI:33349	dubnium
BSEO:0000455	class	dyall-acv3z	106	CHEBI:33351	seaborgium
BSEO:0000455	class	dyall-acv3z	107	CHEBI:33355	bohrium
BSEO:0000455	class	dyall-acv3z	108	CHEBI:33357	hassium
BSEO:0000455	class	dyall-acv3z	109	CHEBI:33361	meitnerium
BSEO:0000455	class	dyall-acv3z	110	CHEBI:33367	darmstadtium
BSEO:0000455	class	dyall-acv3z	111	CHEBI:33368	roentgenium
BSEO:0000455	class	dyall-acv3z	112	CHEBI:33517	copernicium
BSEO:0000455	class	dyall-acv3z	113	CHEBI:194533	nihonium
BSEO:0000455	class	dyall-acv3z	114	CHEBI:194531	flerovium
BSEO:0000455	class	dyall-acv3z	115	CHEBI:194535	moscovium
BSEO:0000455	class	dyall-acv3z	116	CHEBI:194537	livermorium
BSEO:0000455	class	dyall-acv3z	117	CHEBI:194539	tennessine
BSEO:0000455	class	dyall-acv3z	118	CHEBI:194541	oganesson
BSEO:0000456	class	dyall-acv4z	1	CHEBI:49637	hydrogen
BSEO:0000456	class	dyall-acv4z	2	CHEBI:30217	helium
BSEO:0000456	class	dyall-acv4z	3	CHEBI:30145	lithium
BSEO:0000456	class	dyall-acv4z	4	CHEBI:30501	beryllium
BSEO:0000456	class	dyall-acv4z	5	CHEBI:27560	boron
BSEO:0000456	class	dyall-acv4z	6	CHEBI:27594	carbon
BSEO:0000456	class	dyall-acv4z	7	CHEBI:25555	nitrogen
BSEO:0000456	class	dyall-acv4z	8	CHEBI:25805	oxygen
BSEO:0000456	class	dyall-acv4z	9	CHEBI:24061	fluorine
BSEO:0000456	class	dyall-acv4z	10	CHEBI:33310	neon
BSEO:0000456	class	dyall-acv4z	11	CHEBI:26708	sodium
BSEO:0000456	class	dyall-acv4z	12	CHEBI:25107	magnesium
BSEO:0000456	class	dyall-acv4z	13	CHEBI:28984	aluminium
BSEO:0000456	class	dyall-acv4z	14	CHEBI:27573	silicon
BSEO:0000456	class	dyall-acv4z	15	CHEBI:28659	phosphorus
BSEO:0000456	class	dyall-acv4z	16	CHEBI:26833	sulfur
BSEO:0000456	class	dyall-acv4z	17	CHEBI:23116	chlorine
BSEO:0000456	class	dyall-acv4z	18	CHEBI:49475	argon
BSEO:0000456	class	dyall-acv4z	19	CHEBI:26216	potassium
BSEO:0000456	class	dyall-acv4z	20	CHEBI:22984	calcium
BSEO:0000456	class	dyall-acv4z	21	CHEBI:33330	scandium
BSEO:0000456	class	dyall-acv4z	22	CHEBI:33341	titanium
BSEO:0000456	class	dyall-acv4z	23	CHEBI:27698	vanadium
BSEO:0000456	class	dyall-acv4z	24	CHEBI:28073	chromium
BSEO:0000456	class	dyall-acv4z	25	CHEBI:18291	manganese
BSEO:0000456	class	dyall-acv4z	26	CHEBI:18248	iron
BSEO:0000456	class	dyall-acv4z	27	CHEBI:27638	cobalt
BSEO:0000456	class	dyall-acv4z	28	CHEBI:28112	nickel
BSEO:0000456	class	dyall-acv4z	29	CHEBI:28694	copper
BSEO:0000456	class	dyall-acv4z	30	CHEBI:27363	zinc
BSEO:0000456	class	dyall-acv4z	31	CHEBI:49631	gallium
BSEO:0000456	class	dyall-acv4z	32	CHEBI:30441	germanium
BSEO:0000456	class	dyall-acv4z	33	CHEBI:27563	arsenic
BSEO:0000456	class	dyall-acv4z	34	CHEBI:27568	selenium
BSEO:0000456	class	dyall-acv4z	35	CHEBI:22927	bromine
BSEO:0000456	class	dyall-acv4z	36	CHEBI:49696	krypton
BSEO:0000456	class	dyall-acv4z	37	CHEBI:33322	rubidium
BSEO:0000456	class	dyall-acv4z	38	CHEBI:33324	strontium
BSEO:0000456	class	dyall-acv4z	39	CHEBI:33331	yttrium
BSEO:0000456	class	dyall-acv4z	40	CHEBI:33342	zirconium
BSEO:0000456	class	dyall-acv4z	41	CHEBI:33344	niobium
BSEO:0000456	class	dyall-acv4z	42	CHEBI:28685	molybdenum
BSEO:0000456	class	dyall-acv4z	43	CHEBI:33353	technetium
BSEO:0000456	class	dyall-acv4z	44	CHEBI:30682	ruthenium
BSEO:0000456	class	dyall-acv4z	45	CHEBI:33359	rhodium
BSEO:0000456	class	dyall-acv4z	46	CHEBI:33363	palladium
BSEO:0000456	class	dyall-acv4z	47	CHEBI:30512	silver
BSEO:0000456	class	dyall-acv4z	48	CHEBI:22977	cadmium
BSEO:0000456	class	dyall-acv4z	49	CHEBI:30430	indium
BSEO:0000456	class	dyall-acv4z	50	CHEBI:27007	tin
BSEO:0000456	class	dyall-acv4z	51	CHEBI:30513	antimony
BSEO:0000456	class	dyall-acv4z	52	CHEBI:30452	tellurium
BSEO:0000456	class	dyall-acv4z	53	CHEBI:24859	iodine
BSEO:0000456	class	dyall-acv4z	54	CHEBI:49957	xenon
BSEO:0000456	class	dyall-acv4z	55	CHEBI:30514	caesium
BSEO:0000456	class	dyall-acv4z	56	CHEBI:32594	barium
BSEO:0000456	class	dyall-acv4z	72	CHEBI:33343	hafnium
BSEO:0000456	class	dyall-acv4z	73	CHEBI:33348	tantalum
BSEO:0000456	class	dyall-acv4z	74	CHEBI:27998	tungsten
BSEO:0000456	class	dyall-acv4z	75	CHEBI:49882	rhenium
BSEO:0000456	class	dyall-acv4z	76	CHEBI:30687	osmium
BSEO:0000456	class	dyall-acv4z	77	CHEBI:49666	iridium
BSEO:0000456	class	dyall-acv4z	78	CHEBI:33364	platinum
BSEO:0000456	class	dyall-acv4z	79	CHEBI:29287	gold
BSEO:0000456	class	dyall-acv4z	80	CHEBI:25195	mercury
BSEO:0000456	class	dyall-acv4z	81	CHEBI:30440	thallium
BSEO:0000456	class	dyall-acv4z	82	CHEBI:25016	lead
BSEO:0000456	class	dyall-acv4z	83	CHEBI:33301	bismuth
BSEO:0000456	class	dyall-acv4z	84	CHEBI:33313	polonium
BSEO:0000456	class	dyall-acv4z	85	CHEBI:30415	astatine
BSEO:0000456	class	dyall-acv4z	86	CHEBI:33314	radon
BSEO:0000456	class	dyall-acv4z	87	CHEBI:33323	francium
BSEO:0000456	class	dyall-acv4z	88	CHEBI:33325	radium
BSEO:0000456	class	dyall-acv4z	104	CHEBI:33346	rutherfordium
BSEO:0000456	class	dyall-acv4z	105	CHEBI:33349	dubnium
BSEO:0000456	class	dyall-acv4z	106	CHEBI:33351	seaborgium
BSEO:0000456	class	dyall-acv4z	107	CHEBI:33355	bohrium
BSEO:0000456	class	dyall-acv4z	108	CHEBI:33357	hassium
BSEO:0000456	class	dyall-acv4z	109	CHEBI:33361	meitnerium
BSEO:0000456	class	dyall-acv4z	110	CHEBI:33367	darmstadtium
BSEO:0000456	class	dyall-acv4z	111	CHEBI:33368	roentgenium
BSEO:0000456	class	dyall-acv4z	112	CHEBI:33517	copernicium
BSEO:0000456	class	dyall-acv4z	113	CHEBI:194533	nihonium
BSEO:0000456	class	dyall-acv4z	114	CHEBI:194531	flerovium
BSEO:0000456	class	dyall-acv4z	115	CHEBI:194535	moscovium
BSEO:0000456	class	dyall-acv4z	116	CHEBI:194537	livermorium
BSEO:0000456	class	dyall-acv4z	117	CHEBI:194539	tennessine
BSEO:0000456	class	dyall-acv4z	118	CHEBI:194541	oganesson
BSEO:0000457	class	dyall-acv5z	1	CHEBI:49637	hydrogen
BSEO:0000457	class	dyall-acv5z	2	CHEBI:30217	helium
BSEO:0000457	class	dyall-acv5z	3	CHEBI:30145	lithium
BSEO:0000457	class	dyall-acv5z	4	CHEBI:30501	beryllium
BSEO:0000457	class	dyall-acv5z	5	CHEBI:27560	boron
BSEO:0000457	class	dyall-acv5z	6	CHEBI:27594	carbon
BSEO:0000457	class	dyall-acv5z	7	CHEBI:25555	nitrogen
BSEO:0000457	class	dyall-acv5z	8	CHEBI:25805	oxygen
BSEO:0000457	class	dyall-acv5z	9	CHEBI:24061	fluorine
BSEO:0000457	class	dyall-acv5z	10	CHEBI:33310	neon
BSEO:0000457	class	dyall-acv5z	11	CHEBI:26708	sodium
BSEO:0000457	class	dyall-acv5z	12	CHEBI:25107	magnesium
BSEO:0000457	class	dyall-acv5z	13	CHEBI:28984	aluminium
BSEO:0000457	class	dyall-acv5z	14	CHEBI:27573	silicon
BSEO:0000457	class	dyall-acv5z	15	CHEBI:28659	phosphorus
BSEO:0000457	class	dyall-acv5z	16	CHEBI:26833	sulfur
BSEO:0000457	class	dyall-acv5z	17	CHEBI:23116	chlorine
BSEO:0000457	class	dyall-acv5z	18	CHEBI:49475	argon
BSEO:0000457	class	dyall-acv5z	19	CHEBI:26216	potassium
BSEO:0000457	class	dyall-acv5z	20	CHEBI:22984	calcium
BSEO:0000457	class	dyall-acv5z	31	CHEBI:49631	gallium
BSEO:0000457	class	dyall-acv5z	32	CHEBI:30441	germanium
BSEO:0000457	class	dyall-acv5z	33	CHEBI:27563	arsenic
BSEO:0000457	class	dyall-acv5z	34	CHEBI:27568	selenium
BSEO:0000457	class	dyall-acv5z	35	CHEBI:22927	bromine
BSEO:0000457	class	dyall-acv5z	36	CHEBI:49696	krypton
BSEO:0000457	class	dyall-acv5z	37	CHEBI:33322	rubidium
BSEO:0000457	class	dyall-acv5z	38	CHEBI:33324	strontium
BSEO:0000457	class	dyall-acv5z	49	CHEBI:30430	indium
BSEO:0000457	class	dyall-acv5z	50	CHEBI:27007	tin
BSEO:0000457	class	dyall-acv5z	51	CHEBI:30513	antimony
BSEO:0000457	class	dyall-acv5z	52	CHEBI:30452	tellurium
BSEO:0000457	class	dyall-acv5z	53	CHEBI:24859	iodine
BSEO:0000457	class	dyall-acv5z	54	CHEBI:49957	xenon
BSEO:0000457	class	dyall-acv5z	55	CHEBI:30514	caesium
BSEO:0000457	class	dyall-acv5z	56	CHEBI:32594	barium
BSEO:0000457	class	dyall-acv5z	81	CHEBI:30440	thallium
BSEO:0000457	class	dyall-acv5z	82	CHEBI:25016	lead
BSEO:0000457	class	dyall-acv5z	83	CHEBI:33301	bismuth
BSEO:0000457	class	dyall-acv5z	84	CHEBI:33313	polonium
BSEO:0000457	class	dyall-acv5z	85	CHEBI:30415	astatine
BSEO:0000457	class	dyall-acv5z	86	CHEBI:33314	radon
BSEO:0000457	class	dyall-acv5z	87	CHEBI:33323	francium
BSEO:0000457	class	dyall-acv5z	88	CHEBI:33325	radium
BSEO:0000457	class	dyall-acv5z	113	CHEBI:194533	nihonium
BSEO:0000457	class	dyall-acv5z	114	CHEBI:194531	flerovium
BSEO:0000457	class	dyall-acv5z	115	CHEBI:194535	moscovium
BSEO:0000457	class	dyall-acv5z	116	CHEBI:194537	livermorium
BSEO:0000457	class	dyall-acv5z	117	CHEBI:194539	tennessine
BSEO:0000457	class	dyall-acv5z	118	CHEBI:194541	oganesson
BSEO:0000458	class	dyall-ae2z	1	CHEBI:49637	hydrogen
BSEO:0000458	class	dyall-ae2z	2	CHEBI:30217	helium
BSEO:0000458	class	dyall-ae2z	3	CHEBI:30145	lithium
BSEO:0000458	class	dyall-ae2z	4	CHEBI:30501	beryllium
BSEO:0000458	class	dyall-ae2z	5	CHEBI:27560	boron
BSEO:0000458	class	dyall-ae2z	6	CHEBI:27594	carbon
BSEO:0000458	class	dyall-ae2z	7	CHEBI:25555	nitrogen
BSEO:0000458	class	dyall-ae2z	8	CHEBI:25805	oxygen
BSEO:0000458	class	dyall-ae2z	9	CHEBI:24061	fluorine
BSEO:0000458	class	dyall-ae2z	10	CHEBI:33310	neon
BSEO:0000458	class	dyall-ae2z	11	CHEBI:26708	sodium
BSEO:0000458	class	dyall-ae2z	12	CHEBI:25107	magnesium
BSEO:0000458	class	dyall-ae2z	13	CHEBI:28984	aluminium
BSEO:0000458	class	dyall-ae2z	14	CHEBI:27573	silicon
BSEO:0000458	class	dyall-ae2z	15	CHEBI:28659	phosphorus
BSEO:0000458	class	dyall-ae2z	16	CHEBI:26833	sulfur
BSEO:0000458	class	dyall-ae2z	17	CHEBI:23116	chlorine
BSEO:0000458	class	dyall-ae2z	18	CHEBI:49475	argon
BSEO:0000458	class	dyall-ae2z	19	CHEBI:26216	potassium
BSEO:0000458	class	dyall-ae2z	20	CHEBI:22984	calcium
BSEO:0000458	class	dyall-ae2z	21	CHEBI:33330	scandium
BSEO:0000458	class	dyall-ae2z	22	CHEBI:33341	titanium
BSEO:0000458	class	dyall-ae2z	23	CHEBI:27698	vanadium
BSEO:0000458	class	dyall-ae2z	24	CHEBI:28073	chromium
BSEO:0000458	class	dyall-ae2z	25	CHEBI:18291	manganese
BSEO:0000458	class	dyall-ae2z	26	CHEBI:18248	iron
BSEO:0000458	class	dyall-ae2z	27	CHEBI:27638	cobalt
BSEO:0000458	class	dyall-ae2z	28	CHEBI:28112	nickel
BSEO:0000458	class	dyall-ae2z	29	CHEBI:28694	copper
BSEO:0000458	class	dyall-ae2z	30	CHEBI:27363	zinc
BSEO:0000458	class	dyall-ae2z	31	CHEBI:49631	gallium
BSEO:0000458	class	dyall-ae2z	32	CHEBI:30441	germanium
BSEO:0000458	class	dyall-ae2z	33	CHEBI:27563	arsenic
BSEO:0000458	class	dyall-ae2z	34	CHEBI:27568	selenium
BSEO:0000458	class	dyall-ae2z	35	CHEBI:22927	bromine
BSEO:0000458	class	dyall-ae2z	36	CHEBI:49696	krypton
BSEO:0000458	class	dyall-ae2z	37	CHEBI:33322	rubidium
BSEO:0000458	class	dyall-ae2z	38	CHEBI:33324	strontium
BSEO:0000458	class	dyall-ae2z	39	CHEBI:33331	yttrium
BSEO:0000458	class	dyall-ae2z	40	CHEBI:33342	zirconium
BSEO:0000458	class	dyall-ae2z	41	CHEBI:33344	niobium
BSEO:0000458	class	dyall-ae2z	42	CHEBI:28685	molybdenum
BSEO:0000458	class	dyall-ae2z	43	CHEBI:33353	technetium
BSEO:0000458	class	dyall-ae2z	44	CHEBI:30682	ruthenium
BSEO:0000458	class	dyall-ae2z	45	CHEBI:33359	rhodium
BSEO:0000458	class	dyall-ae2z	46	CHEBI:33363	palladium
BSEO:0000458	class	dyall-ae2z	47	CHEBI:30512	silver
BSEO:0000458	class	dyall-ae2z	48	CHEBI:22977	cadmium
BSEO:0000458	class	dyall-ae2z	49	CHEBI:30430	indium
BSEO:0000458	class	dyall-ae2z	50	CHEBI:27007	tin
BSEO:0000458	class	dyall-ae2z	51	CHEBI:30513	antimony
BSEO:0000458	class	dyall-ae2z	52	CHEBI:30452	tellurium
BSEO:0000458	class	dyall-ae2z	53	CHEBI:24859	iodine
BSEO:0000458	class	dyall-ae2z	54	CHEBI:49957	xenon
BSEO:0000458	class	dyall-ae2z	55	CHEBI:30514	caesium
BSEO:0000458	class	dyall-ae2z	56	CHEBI:32594	barium
BSEO:0000458	class	dyall-ae2z	57	CHEBI:33336	lanthanum
BSEO:0000458	class	dyall-ae2z	58	CHEBI:33369	cerium
BSEO:0000458	class	dyall-ae2z	59	CHEBI:49828	praseodymium
BSEO:0000458	class	dyall-ae2z	60	CHEBI:33372	neodymium
BSEO:0000458	class	dyall-ae2z	61	CHEBI:33373	promethium
BSEO:0000458	class	dyall-ae2z	62	CHEBI:33374	samarium
BSEO:0000458	class	dyall-ae2z	63	CHEBI:32999	europium
BSEO:0000458	class	dyall-ae2z	64	CHEBI:33375	gadolinium
BSEO:0000458	class	dyall-ae2z	65	CHEBI:33376	terbium
BSEO:0000458	class	dyall-ae2z	66	CHEBI:33377	dysprosium
BSEO:0000458	class	dyall-ae2z	67	CHEBI:49648	holmium
BSEO:0000458	class	dyall-ae2z	68	CHEBI:33379	erbium
BSEO:0000458	class	dyall-ae2z	69	CHEBI:33380	thulium
BSEO:0000458	class	dyall-ae2z	70	CHEBI:33381	ytterbium
BSEO:0000458	class	dyall-ae2z	71	CHEBI:33382	lutetium
BSEO:0000458	class	dyall-ae2z	72	CHEBI:33343	hafnium
BSEO:0000458	class	dyall-ae2z	73	CHEBI:33348	tantalum
BSEO:0000458	class	dyall-ae2z	74	CHEBI:27998	tungsten
BSEO:0000458	class	dyall-ae2z	75	CHEBI:49882	rhenium
BSEO:0000458	class	dyall-ae2z	76	CHEBI:30687	osmium
BSEO:0000458	class	dyall-ae2z	77	CHEBI:49666	iridium
BSEO:0000458	class	dyall-ae2z	78	CHEBI:33364	platinum
BSEO:0000458	class	dyall-ae2z	79	CHEBI:29287	gold
BSEO:0000458	class	dyall-ae2z	80	CHEBI:25195	mercury
BSEO:0000458	class	dyall-ae2z	81	CHEBI:30440	thallium
BSEO:0000458	class	dyall-ae2z	82	CHEBI:25016	lead
BSEO:0000458	class	dyall-ae2z	83	CHEBI:33301	bismuth
BSEO:0000458	class	dyall-ae2z	84	CHEBI:33313	polonium
BSEO:0000458	class	dyall-ae2z	85	CHEBI:30415	astatine
BSEO:0000458	class	dyall-ae2z	86	CHEBI:33314	radon
BSEO:0000458	class	dyall-ae2z	87	CHEBI:33323	francium
BSEO:0000458	class	dyall-ae2z	88	CHEBI:33325	radium
BSEO:0000458	class	dyall-ae2z	89	CHEBI:33337	actinium
BSEO:0000458	class	dyall-ae2z	90	CHEBI:33385	thorium
BSEO:0000458	class	dyall-ae2z	91	CHEBI:33386	protactinium
BSEO:0000458	class	dyall-ae2z	92	CHEBI:27214	uranium
BSEO:0000458	class	dyall-ae2z	93	CHEBI:33387	neptunium
BSEO:0000458	class	dyall-ae2z	94	CHEBI:33388	plutonium
BSEO:0000458	class	dyall-ae2z	95	CHEBI:33389	americium
BSEO:0000458	class	dyall-ae2z	96	CHEBI:33390	curium
BSEO:0000458	class	dyall-ae2z	97	CHEBI:33391	berkelium
BSEO:0000458	class	dyall-ae2z	98	CHEBI:33392	californium
BSEO:0000458	class	dyall-ae2z	99	CHEBI:33393	einsteinium
BSEO:0000458	class	dyall-ae2z	100	CHEBI:33394	fermium
BSEO:0000458	class	dyall-ae2z	101	CHEBI:33395	mendelevium
BSEO:0000458	class	dyall-ae2z	102	CHEBI:33396	nobelium
BSEO:0000458	class	dyall-ae2z	103	CHEBI:33397	lawrencium
BSEO:0000458	class	dyall-ae2z	104	CHEBI:33346	rutherfordium
BSEO:0000458	class	dyall-ae2z	105	CHEBI:33349	dubnium
BSEO:0000458	class	dyall-ae2z	106	CHEBI:33351	seaborgium
BSEO:0000458	class	dyall-ae2z	107	CHEBI:33355	bohrium
BSEO:0000458	class	dyall-ae2z	108	CHEBI:33357	hassium
BSEO:0000458	class	dyall-ae2z	109	CHEBI:33361	meitnerium
BSEO:0000458	class	dyall-ae2z	110	CHEBI:33367	darmstadtium
BSEO:0000458	class	dyall-ae2z	111	CHEBI:33368	roentgenium
BSEO:0000458	class	dyall-ae2z	112	CHEBI:33517	copernicium
BSEO:0000458	class	dyall-ae2z	113	CHEBI:194533	nihonium
BSEO:0000458	class	dyall-ae2z	114	CHEBI:194531	flerovium
BSEO:0000458	class	dyall-ae2z	115	CHEBI:194535	moscovium
BSEO:0000458	class	dyall-ae2z	116	CHEBI:194537	livermorium
BSEO:0000458	class	dyall-ae2z	117	CHEBI:194539	tennessine
BSEO:0000458	class	dyall-ae2z	118	CHEBI:194541	oganesson
BSEO:0000459	class	dyall-ae3z	1	CHEBI:49637	hydrogen
BSEO:0000459	class	dyall-ae3z	2	CHEBI:30217	helium
BSEO:0000459	class	dyall-ae3z	3	CHEBI:30145	lithium
BSEO:0000459	class	dyall-ae3z	4	CHEBI:30501	beryllium
BSEO:0000459	class	dyall-ae3z	5	CHEBI:27560	boron
BSEO:0000459	class	dyall-ae3z	6	CHEBI:27594	carbon
BSEO:0000459	class	dyall-ae3z	7	CHEBI:25555	nitrogen
BSEO:0000459	class	dyall-ae3z	8	CHEBI:25805	oxygen
BSEO:0000459	class	dyall-ae3z	9	CHEBI:24061	fluorine
BSEO:0000459	class	dyall-ae3z	10	CHEBI:33310	neon
BSEO:0000459	class	dyall-ae3z	11	CHEBI:26708	sodium
BSEO:0000459	class	dyall-ae3z	12	CHEBI:25107	magnesium
BSEO:0000459	class	dyall-ae3z	13	CHEBI:28984	aluminium
BSEO:0000459	class	dyall-ae3z	14	CHEBI:27573	silicon
BSEO:0000459	class	dyall-ae3z	15	CHEBI:28659	phosphorus
BSEO:0000459	class	dyall-ae3z	16	CHEBI:26833	sulfur
BSEO:0000459	class	dyall-ae3z	17	CHEBI:23116	chlorine
BSEO:0000459	class	dyall-ae3z	18	CHEBI:49475	argon
BSEO:0000459	class	dyall-ae3z	19	CHEBI:26216	potassium
BSEO:0000459	class	dyall-ae3z	20	CHEBI:22984	calcium
BSEO:0000459	class	dyall-ae3z	21	CHEBI:33330	scandium
BSEO:0000459	class	dyall-ae3z	22	CHEBI:33341	titanium
BSEO:0000459	class	dyall-ae3z	23	CHEBI:27698	vanadium
BSEO:0000459	class	dyall-ae3z	24	CHEBI:28073	chromium
BSEO:0000459	class	dyall-ae3z	25	CHEBI:18291	manganese
BSEO:0000459	class	dyall-ae3z	26	CHEBI:18248	iron
BSEO:0000459	class	dyall-ae3z	27	CHEBI:27638	cobalt
BSEO:0000459	class	dyall-ae3z	28	CHEBI:28112	nickel
BSEO:0000459	class	dyall-ae3z	29	CHEBI:28694	copper
BSEO:0000459	class	dyall-ae3z	30	CHEBI:27363	zinc
BSEO:0000459	class	dyall-ae3z	31	CHEBI:49631	gallium
BSEO:0000459	class	dyall-ae3z	32	CHEBI:30441	germanium
BSEO:0000459	class	dyall-ae3z	33	CHEBI:27563	arsenic
BSEO:0000459	class	dyall-ae3z	34	CHEBI:27568	selenium
