basis set	element	element CURIE	element name
UGBS	87	CHEBI:33323	francium
UGBS	88	CHEBI:33325	radium
UGBS	89	CHEBI:33337	actinium
UGBS	90	CHEBI:33385	thorium
UGBS	94	CHEBI:33388	plutonium
UGBS	95	CHEBI:33389	americium
UGBS	98	CHEBI:33392	californium
UGBS	99	CHEBI:33393	einsteinium
UGBS	100	CHEBI:33394	fermium
UGBS	101	CHEBI:33395	mendelevium
UGBS	102	CHEBI:33396	nobelium
UGBS	103	CHEBI:33397	lawrencium
un-ccemd-ref	1	CHEBI:49637	hydrogen
un-ccemd-ref	2	CHEBI:30217	helium
un-ccemd-ref	3	CHEBI:30145	lithium
un-ccemd-ref	4	CHEBI:30501	beryllium
un-ccemd-ref	5	CHEBI:27560	boron
un-ccemd-ref	6	CHEBI:27594	carbon
un-ccemd-ref	7	CHEBI:25555	nitrogen
un-ccemd-ref	8	CHEBI:25805	oxygen
un-ccemd-ref	9	CHEBI:24061	fluorine
un-ccemd-ref	10	CHEBI:33310	neon
un-ccemd-ref	11	CHEBI:26708	sodium
un-ccemd-ref	12	CHEBI:25107	magnesium
un-ccemd-ref	13	CHEBI:28984	aluminium
un-ccemd-ref	14	CHEBI:27573	silicon
un-ccemd-ref	15	CHEBI:28659	phosphorus
un-ccemd-ref	16	CHEBI:26833	sulfur
un-ccemd-ref	17	CHEBI:23116	chlorine
un-ccemd-ref	18	CHEBI:49475	argon
un-pcemd-ref	1	CHEBI:49637	hydrogen
un-pcemd-ref	2	CHEBI:30217	helium
un-pcemd-ref	3	CHEBI:30145	lithium
un-pcemd-ref	4	CHEBI:30501	beryllium
un-pcemd-ref	5	CHEBI:27560	boron
un-pcemd-ref	6	CHEBI:27594	carbon
un-pcemd-ref	7	CHEBI:25555	nitrogen
un-pcemd-ref	8	CHEBI:25805	oxygen
un-pcemd-ref	9	CHEBI:24061	fluorine
un-pcemd-ref	10	CHEBI:33310	neon
un-pcemd-ref	11	CHEBI:26708	sodium
un-pcemd-ref	12	CHEBI:25107	magnesium
un-pcemd-ref	13	CHEBI:28984	aluminium
un-pcemd-ref	14	CHEBI:27573	silicon
un-pcemd-ref	15	CHEBI:28659	phosphorus
un-pcemd-ref	16	CHEBI:26833	sulfur
un-pcemd-ref	17	CHEBI:23116	chlorine
un-pcemd-ref	18	CHEBI:49475	argon
Wachters+f	21	CHEBI:33330	scandium
Wachters+f	22	CHEBI:33341	titanium
Wachters+f	23	CHEBI:27698	vanadium
Wachters+f	24	CHEBI:28073	chromium
Wachters+f	25	CHEBI:18291	manganese
Wachters+f	26	CHEBI:18248	iron
Wachters+f	27	CHEBI:27638	cobalt
Wachters+f	28	CHEBI:28112	nickel
Wachters+f	29	CHEBI:28694	copper
WTBS	2	CHEBI:30217	helium
WTBS	3	CHEBI:30145	lithium
WTBS	4	CHEBI:30501	beryllium
WTBS	5	CHEBI:27560	boron
WTBS	6	CHEBI:27594	carbon
WTBS	7	CHEBI:25555	nitrogen
WTBS	8	CHEBI:25805	oxygen
WTBS	9	CHEBI:24061	fluorine
WTBS	10	CHEBI:33310	neon
WTBS	11	CHEBI:26708	sodium
WTBS	12	CHEBI:25107	magnesium
WTBS	13	CHEBI:28984	aluminium
WTBS	14	CHEBI:27573	silicon
WTBS	15	CHEBI:28659	phosphorus
WTBS	16	CHEBI:26833	sulfur
WTBS	17	CHEBI:23116	chlorine
WTBS	18	CHEBI:49475	argon
WTBS	19	CHEBI:26216	potassium
WTBS	20	CHEBI:22984	calcium
WTBS	21	CHEBI:33330	scandium
WTBS	22	CHEBI:33341	titanium
WTBS	23	CHEBI:27698	vanadium
WTBS	24	CHEBI:28073	chromium
WTBS	25	CHEBI:18291	manganese
WTBS	26	CHEBI:18248	iron
WTBS	27	CHEBI:27638	cobalt
WTBS	28	CHEBI:28112	nickel
WTBS	29	CHEBI:28694	copper
WTBS	30	CHEBI:27363	zinc
WTBS	31	CHEBI:49631	gallium
WTBS	32	CHEBI:30441	germanium
WTBS	33	CHEBI:27563	arsenic
WTBS	34	CHEBI:27568	selenium
WTBS	35	CHEBI:22927	bromine
WTBS	36	CHEBI:49696	krypton
WTBS	37	CHEBI:33322	rubidium
WTBS	38	CHEBI:33324	strontium
WTBS	39	CHEBI:33331	yttrium
WTBS	40	CHEBI:33342	zirconium
WTBS	41	CHEBI:33344	niobium
WTBS	42	CHEBI:28685	molybdenum
WTBS	43	CHEBI:33353	technetium
WTBS	44	CHEBI:30682	ruthenium
WTBS	45	CHEBI:33359	rhodium
WTBS	46	CHEBI:33363	palladium
WTBS	47	CHEBI:30512	silver
WTBS	48	CHEBI:22977	cadmium
WTBS	49	CHEBI:30430	indium
WTBS	50	CHEBI:27007	tin
WTBS	51	CHEBI:30513	antimony
WTBS	52	CHEBI:30452	tellurium
WTBS	53	CHEBI:24859	iodine
WTBS	54	CHEBI:49957	xenon
WTBS	55	CHEBI:30514	caesium
WTBS	56	CHEBI:32594	barium
WTBS	57	CHEBI:33336	lanthanum
WTBS	58	CHEBI:33369	cerium
WTBS	59	CHEBI:49828	praseodymium
WTBS	60	CHEBI:33372	neodymium
WTBS	61	CHEBI:33373	promethium
WTBS	62	CHEBI:33374	samarium
WTBS	63	CHEBI:32999	europium
WTBS	64	CHEBI:33375	gadolinium
WTBS	65	CHEBI:33376	terbium
WTBS	66	CHEBI:33377	dysprosium
WTBS	67	CHEBI:49648	holmium
WTBS	68	CHEBI:33379	erbium
WTBS	69	CHEBI:33380	thulium
WTBS	70	CHEBI:33381	ytterbium
WTBS	71	CHEBI:33382	lutetium
WTBS	72	CHEBI:33343	hafnium
WTBS	73	CHEBI:33348	tantalum
WTBS	74	CHEBI:27998	tungsten
WTBS	75	CHEBI:49882	rhenium
WTBS	76	CHEBI:30687	osmium
WTBS	77	CHEBI:49666	iridium
WTBS	78	CHEBI:33364	platinum
WTBS	79	CHEBI:29287	gold
WTBS	80	CHEBI:25195	mercury
WTBS	81	CHEBI:30440	thallium
WTBS	82	CHEBI:25016	lead
WTBS	83	CHEBI:33301	bismuth
WTBS	84	CHEBI:33313	polonium
WTBS	85	CHEBI:30415	astatine
WTBS	86	CHEBI:33314	radon
x2c-JFIT	1	CHEBI:49637	hydrogen
x2c-JFIT	2	CHEBI:30217	helium
x2c-JFIT	3	CHEBI:30145	lithium
x2c-JFIT	4	CHEBI:30501	beryllium
x2c-JFIT	5	CHEBI:27560	boron
x2c-JFIT	6	CHEBI:27594	carbon
x2c-JFIT	7	CHEBI:25555	nitrogen
x2c-JFIT	8	CHEBI:25805	oxygen
x2c-JFIT	9	CHEBI:24061	fluorine
x2c-JFIT	10	CHEBI:33310	neon
x2c-JFIT	11	CHEBI:26708	sodium
x2c-JFIT	12	CHEBI:25107	magnesium
x2c-JFIT	13	CHEBI:28984	aluminium
x2c-JFIT	14	CHEBI:27573	silicon
x2c-JFIT	15	CHEBI:28659	phosphorus
x2c-JFIT	16	CHEBI:26833	sulfur
x2c-JFIT	17	CHEBI:23116	chlorine
x2c-JFIT	18	CHEBI:49475	argon
x2c-JFIT	19	CHEBI:26216	potassium
x2c-JFIT	20	CHEBI:22984	calcium
x2c-JFIT	21	CHEBI:33330	scandium
x2c-JFIT	22	CHEBI:33341	titanium
x2c-JFIT	23	CHEBI:27698	vanadium
x2c-JFIT	24	CHEBI:28073	chromium
x2c-JFIT	25	CHEBI:18291	manganese
x2c-JFIT	26	CHEBI:18248	iron
x2c-JFIT	27	CHEBI:27638	cobalt
x2c-JFIT	28	CHEBI:28112	nickel
x2c-JFIT	29	CHEBI:28694	copper
x2c-JFIT	30	CHEBI:27363	zinc
x2c-JFIT	31	CHEBI:49631	gallium
x2c-JFIT	32	CHEBI:30441	germanium
x2c-JFIT	33	CHEBI:27563	arsenic
x2c-JFIT	34	CHEBI:27568	selenium
x2c-JFIT	35	CHEBI:22927	bromine
x2c-JFIT	36	CHEBI:49696	krypton
x2c-JFIT	37	CHEBI:33322	rubidium
x2c-JFIT	38	CHEBI:33324	strontium
x2c-JFIT	39	CHEBI:33331	yttrium
x2c-JFIT	40	CHEBI:33342	zirconium
x2c-JFIT	41	CHEBI:33344	niobium
x2c-JFIT	42	CHEBI:28685	molybdenum
x2c-JFIT	43	CHEBI:33353	technetium
x2c-JFIT	44	CHEBI:30682	ruthenium
x2c-JFIT	45	CHEBI:33359	rhodium
x2c-JFIT	46	CHEBI:33363	palladium
x2c-JFIT	47	CHEBI:30512	silver
x2c-JFIT	48	CHEBI:22977	cadmium
x2c-JFIT	49	CHEBI:30430	indium
x2c-JFIT	50	CHEBI:27007	tin
x2c-JFIT	51	CHEBI:30513	antimony
x2c-JFIT	52	CHEBI:30452	tellurium
x2c-JFIT	53	CHEBI:24859	iodine
x2c-JFIT	54	CHEBI:49957	xenon
x2c-JFIT	55	CHEBI:30514	caesium
x2c-JFIT	56	CHEBI:32594	barium
x2c-JFIT	57	CHEBI:33336	lanthanum
x2c-JFIT	58	CHEBI:33369	cerium
x2c-JFIT	59	CHEBI:49828	praseodymium
x2c-JFIT	60	CHEBI:33372	neodymium
x2c-JFIT	61	CHEBI:33373	promethium
x2c-JFIT	62	CHEBI:33374	samarium
x2c-JFIT	63	CHEBI:32999	europium
x2c-JFIT	64	CHEBI:33375	gadolinium
x2c-JFIT	65	CHEBI:33376	terbium
x2c-JFIT	66	CHEBI:33377	dysprosium
x2c-JFIT	67	CHEBI:49648	holmium
x2c-JFIT	68	CHEBI:33379	erbium
x2c-JFIT	69	CHEBI:33380	thulium
x2c-JFIT	70	CHEBI:33381	ytterbium
x2c-JFIT	71	CHEBI:33382	lutetium
x2c-JFIT	72	CHEBI:33343	hafnium
x2c-JFIT	73	CHEBI:33348	tantalum
x2c-JFIT	74	CHEBI:27998	tungsten
x2c-JFIT	75	CHEBI:49882	rhenium
x2c-JFIT	76	CHEBI:30687	osmium
x2c-JFIT	77	CHEBI:49666	iridium
x2c-JFIT	78	CHEBI:33364	platinum
x2c-JFIT	79	CHEBI:29287	gold
x2c-JFIT	80	CHEBI:25195	mercury
x2c-JFIT	81	CHEBI:30440	thallium
x2c-JFIT	82	CHEBI:25016	lead
x2c-JFIT	83	CHEBI:33301	bismuth
x2c-JFIT	84	CHEBI:33313	polonium
x2c-JFIT	85	CHEBI:30415	astatine
x2c-JFIT	86	CHEBI:33314	radon
x2c-JFIT	1	CHEBI:49637	hydrogen
x2c-JFIT	2	CHEBI:30217	helium
x2c-JFIT	3	CHEBI:30145	lithium
x2c-JFIT	4	CHEBI:30501	beryllium
x2c-JFIT	5	CHEBI:27560	boron
x2c-JFIT	6	CHEBI:27594	carbon
x2c-JFIT	7	CHEBI:25555	nitrogen
x2c-JFIT	8	CHEBI:25805	oxygen
x2c-JFIT	9	CHEBI:24061	fluorine
x2c-JFIT	10	CHEBI:33310	neon
x2c-JFIT	11	CHEBI:26708	sodium
x2c-JFIT	12	CHEBI:25107	magnesium
x2c-JFIT	13	CHEBI:28984	aluminium
x2c-JFIT	14	CHEBI:27573	silicon
x2c-JFIT	15	CHEBI:28659	phosphorus
x2c-JFIT	16	CHEBI:26833	sulfur
x2c-JFIT	17	CHEBI:23116	chlorine
x2c-JFIT	18	CHEBI:49475	argon
x2c-JFIT	19	CHEBI:26216	potassium
x2c-JFIT	20	CHEBI:22984	calcium
x2c-JFIT	21	CHEBI:33330	scandium
x2c-JFIT	22	CHEBI:33341	titanium
x2c-JFIT	23	CHEBI:27698	vanadium
x2c-JFIT	24	CHEBI:28073	chromium
x2c-JFIT	25	CHEBI:18291	manganese
x2c-JFIT	26	CHEBI:18248	iron
x2c-JFIT	27	CHEBI:27638	cobalt
x2c-JFIT	28	CHEBI:28112	nickel
x2c-JFIT	29	CHEBI:28694	copper
x2c-JFIT	30	CHEBI:27363	zinc
x2c-JFIT	31	CHEBI:49631	gallium
x2c-JFIT	32	CHEBI:30441	germanium
x2c-JFIT	33	CHEBI:27563	arsenic
x2c-JFIT	34	CHEBI:27568	selenium
x2c-JFIT	35	CHEBI:22927	bromine
x2c-JFIT	36	CHEBI:49696	krypton
x2c-JFIT	37	CHEBI:33322	rubidium
x2c-JFIT	38	CHEBI:33324	strontium
x2c-JFIT	39	CHEBI:33331	yttrium
x2c-JFIT	40	CHEBI:33342	zirconium
x2c-JFIT	41	CHEBI:33344	niobium
x2c-JFIT	42	CHEBI:28685	molybdenum
x2c-JFIT	43	CHEBI:33353	technetium
x2c-JFIT	44	CHEBI:30682	ruthenium
x2c-JFIT	45	CHEBI:33359	rhodium
x2c-JFIT	46	CHEBI:33363	palladium
x2c-JFIT	47	CHEBI:30512	silver
x2c-JFIT	48	CHEBI:22977	cadmium
x2c-JFIT	49	CHEBI:30430	indium
x2c-JFIT	50	CHEBI:27007	tin
x2c-JFIT	51	CHEBI:30513	antimony
x2c-JFIT	52	CHEBI:30452	tellurium
x2c-JFIT	53	CHEBI:24859	iodine
x2c-JFIT	54	CHEBI:49957	xenon
x2c-JFIT	55	CHEBI:30514	caesium
x2c-JFIT	56	CHEBI:32594	barium
x2c-JFIT	57	CHEBI:33336	lanthanum
x2c-JFIT	58	CHEBI:33369	cerium
x2c-JFIT	59	CHEBI:49828	praseodymium
x2c-JFIT	60	CHEBI:33372	neodymium
x2c-JFIT	61	CHEBI:33373	promethium
x2c-JFIT	62	CHEBI:33374	samarium
x2c-JFIT	63	CHEBI:32999	europium
x2c-JFIT	64	CHEBI:33375	gadolinium
x2c-JFIT	65	CHEBI:33376	terbium
x2c-JFIT	66	CHEBI:33377	dysprosium
x2c-JFIT	67	CHEBI:49648	holmium
x2c-JFIT	68	CHEBI:33379	erbium
x2c-JFIT	69	CHEBI:33380	thulium
x2c-JFIT	70	CHEBI:33381	ytterbium
x2c-JFIT	71	CHEBI:33382	lutetium
x2c-JFIT	72	CHEBI:33343	hafnium
x2c-JFIT	73	CHEBI:33348	tantalum
x2c-JFIT	74	CHEBI:27998	tungsten
x2c-JFIT	75	CHEBI:49882	rhenium
x2c-JFIT	76	CHEBI:30687	osmium
x2c-JFIT	77	CHEBI:49666	iridium
x2c-JFIT	78	CHEBI:33364	platinum
x2c-JFIT	79	CHEBI:29287	gold
x2c-JFIT	80	CHEBI:25195	mercury
x2c-JFIT	81	CHEBI:30440	thallium
x2c-JFIT	82	CHEBI:25016	lead
x2c-JFIT	83	CHEBI:33301	bismuth
x2c-JFIT	84	CHEBI:33313	polonium
x2c-JFIT	85	CHEBI:30415	astatine
x2c-JFIT	86	CHEBI:33314	radon
x2c-JFIT-universal	1	CHEBI:49637	hydrogen
x2c-JFIT-universal	2	CHEBI:30217	helium
x2c-JFIT-universal	3	CHEBI:30145	lithium
x2c-JFIT-universal	4	CHEBI:30501	beryllium
x2c-JFIT-universal	5	CHEBI:27560	boron
x2c-JFIT-universal	6	CHEBI:27594	carbon
x2c-JFIT-universal	7	CHEBI:25555	nitrogen
x2c-JFIT-universal	8	CHEBI:25805	oxygen
x2c-JFIT-universal	9	CHEBI:24061	fluorine
x2c-JFIT-universal	10	CHEBI:33310	neon
x2c-JFIT-universal	11	CHEBI:26708	sodium
x2c-JFIT-universal	12	CHEBI:25107	magnesium
x2c-JFIT-universal	13	CHEBI:28984	aluminium
x2c-JFIT-universal	14	CHEBI:27573	silicon
x2c-JFIT-universal	15	CHEBI:28659	phosphorus
x2c-JFIT-universal	16	CHEBI:26833	sulfur
x2c-JFIT-universal	17	CHEBI:23116	chlorine
x2c-JFIT-universal	18	CHEBI:49475	argon
x2c-JFIT-universal	19	CHEBI:26216	potassium
x2c-JFIT-universal	20	CHEBI:22984	calcium
x2c-JFIT-universal	21	CHEBI:33330	scandium
x2c-JFIT-universal	22	CHEBI:33341	titanium
x2c-JFIT-universal	23	CHEBI:27698	vanadium
x2c-JFIT-universal	24	CHEBI:28073	chromium
x2c-JFIT-universal	25	CHEBI:18291	manganese
x2c-JFIT-universal	26	CHEBI:18248	iron
x2c-JFIT-universal	27	CHEBI:27638	cobalt
x2c-JFIT-universal	28	CHEBI:28112	nickel
x2c-JFIT-universal	29	CHEBI:28694	copper
x2c-JFIT-universal	30	CHEBI:27363	zinc
x2c-JFIT-universal	31	CHEBI:49631	gallium
x2c-JFIT-universal	32	CHEBI:30441	germanium
x2c-JFIT-universal	33	CHEBI:27563	arsenic
x2c-JFIT-universal	34	CHEBI:27568	selenium
x2c-JFIT-universal	35	CHEBI:22927	bromine
x2c-JFIT-universal	36	CHEBI:49696	krypton
x2c-JFIT-universal	37	CHEBI:33322	rubidium
x2c-JFIT-universal	38	CHEBI:33324	strontium
x2c-JFIT-universal	39	CHEBI:33331	yttrium
x2c-JFIT-universal	40	CHEBI:33342	zirconium
x2c-JFIT-universal	41	CHEBI:33344	niobium
x2c-JFIT-universal	42	CHEBI:28685	molybdenum
x2c-JFIT-universal	43	CHEBI:33353	technetium
x2c-JFIT-universal	44	CHEBI:30682	ruthenium
x2c-JFIT-universal	45	CHEBI:33359	rhodium
x2c-JFIT-universal	46	CHEBI:33363	palladium
x2c-JFIT-universal	47	CHEBI:30512	silver
x2c-JFIT-universal	48	CHEBI:22977	cadmium
x2c-JFIT-universal	49	CHEBI:30430	indium
x2c-JFIT-universal	50	CHEBI:27007	tin
x2c-JFIT-universal	51	CHEBI:30513	antimony
x2c-JFIT-universal	52	CHEBI:30452	tellurium
x2c-JFIT-universal	53	CHEBI:24859	iodine
x2c-JFIT-universal	54	CHEBI:49957	xenon
x2c-JFIT-universal	55	CHEBI:30514	caesium
x2c-JFIT-universal	56	CHEBI:32594	barium
x2c-JFIT-universal	57	CHEBI:33336	lanthanum
x2c-JFIT-universal	58	CHEBI:33369	cerium
x2c-JFIT-universal	59	CHEBI:49828	praseodymium
x2c-JFIT-universal	60	CHEBI:33372	neodymium
x2c-JFIT-universal	61	CHEBI:33373	promethium
x2c-JFIT-universal	62	CHEBI:33374	samarium
x2c-JFIT-universal	63	CHEBI:32999	europium
x2c-JFIT-universal	64	CHEBI:33375	gadolinium
x2c-JFIT-universal	65	CHEBI:33376	terbium
x2c-JFIT-universal	66	CHEBI:33377	dysprosium
x2c-JFIT-universal	67	CHEBI:49648	holmium
x2c-JFIT-universal	68	CHEBI:33379	erbium
x2c-JFIT-universal	69	CHEBI:33380	thulium
x2c-JFIT-universal	70	CHEBI:33381	ytterbium
x2c-JFIT-universal	71	CHEBI:33382	lutetium
x2c-JFIT-universal	72	CHEBI:33343	hafnium
x2c-JFIT-universal	73	CHEBI:33348	tantalum
x2c-JFIT-universal	74	CHEBI:27998	tungsten
x2c-JFIT-universal	75	CHEBI:49882	rhenium
x2c-JFIT-universal	76	CHEBI:30687	osmium
x2c-JFIT-universal	77	CHEBI:49666	iridium
x2c-JFIT-universal	78	CHEBI:33364	platinum
x2c-JFIT-universal	79	CHEBI:29287	gold
x2c-JFIT-universal	80	CHEBI:25195	mercury
x2c-JFIT-universal	81	CHEBI:30440	thallium
x2c-JFIT-universal	82	CHEBI:25016	lead
x2c-JFIT-universal	83	CHEBI:33301	bismuth
x2c-JFIT-universal	84	CHEBI:33313	polonium
x2c-JFIT-universal	85	CHEBI:30415	astatine
x2c-JFIT-universal	86	CHEBI:33314	radon
x2c-JFIT-universal	1	CHEBI:49637	hydrogen
x2c-JFIT-universal	2	CHEBI:30217	helium
x2c-JFIT-universal	3	CHEBI:30145	lithium
x2c-JFIT-universal	4	CHEBI:30501	beryllium
x2c-JFIT-universal	5	CHEBI:27560	boron
x2c-JFIT-universal	6	CHEBI:27594	carbon
x2c-JFIT-universal	7	CHEBI:25555	nitrogen
x2c-JFIT-universal	8	CHEBI:25805	oxygen
x2c-JFIT-universal	9	CHEBI:24061	fluorine
x2c-JFIT-universal	10	CHEBI:33310	neon
x2c-JFIT-universal	11	CHEBI:26708	sodium
x2c-JFIT-universal	12	CHEBI:25107	magnesium
x2c-JFIT-universal	13	CHEBI:28984	aluminium
x2c-JFIT-universal	14	CHEBI:27573	silicon
x2c-JFIT-universal	15	CHEBI:28659	phosphorus
x2c-JFIT-universal	16	CHEBI:26833	sulfur
x2c-JFIT-universal	17	CHEBI:23116	chlorine
x2c-JFIT-universal	18	CHEBI:49475	argon
x2c-JFIT-universal	19	CHEBI:26216	potassium
x2c-JFIT-universal	20	CHEBI:22984	calcium
x2c-JFIT-universal	21	CHEBI:33330	scandium
x2c-JFIT-universal	22	CHEBI:33341	titanium
x2c-JFIT-universal	23	CHEBI:27698	vanadium
x2c-JFIT-universal	24	CHEBI:28073	chromium
x2c-JFIT-universal	25	CHEBI:18291	manganese
x2c-JFIT-universal	26	CHEBI:18248	iron
x2c-JFIT-universal	27	CHEBI:27638	cobalt
x2c-JFIT-universal	28	CHEBI:28112	nickel
x2c-JFIT-universal	29	CHEBI:28694	copper
x2c-JFIT-universal	30	CHEBI:27363	zinc
x2c-JFIT-universal	31	CHEBI:49631	gallium
x2c-JFIT-universal	32	CHEBI:30441	germanium
x2c-JFIT-universal	33	CHEBI:27563	arsenic
x2c-JFIT-universal	34	CHEBI:27568	selenium
x2c-JFIT-universal	35	CHEBI:22927	bromine
x2c-JFIT-universal	36	CHEBI:49696	krypton
x2c-JFIT-universal	37	CHEBI:33322	rubidium
x2c-JFIT-universal	38	CHEBI:33324	strontium
x2c-JFIT-universal	39	CHEBI:33331	yttrium
x2c-JFIT-universal	40	CHEBI:33342	zirconium
x2c-JFIT-universal	41	CHEBI:33344	niobium
x2c-JFIT-universal	42	CHEBI:28685	molybdenum
x2c-JFIT-universal	43	CHEBI:33353	technetium
x2c-JFIT-universal	44	CHEBI:30682	ruthenium
x2c-JFIT-universal	45	CHEBI:33359	rhodium
x2c-JFIT-universal	46	CHEBI:33363	palladium
x2c-JFIT-universal	47	CHEBI:30512	silver
x2c-JFIT-universal	48	CHEBI:22977	cadmium
x2c-JFIT-universal	49	CHEBI:30430	indium
x2c-JFIT-universal	50	CHEBI:27007	tin
x2c-JFIT-universal	51	CHEBI:30513	antimony
x2c-JFIT-universal	52	CHEBI:30452	tellurium
x2c-JFIT-universal	53	CHEBI:24859	iodine
x2c-JFIT-universal	54	CHEBI:49957	xenon
x2c-JFIT-universal	55	CHEBI:30514	caesium
x2c-JFIT-universal	56	CHEBI:32594	barium
x2c-JFIT-universal	57	CHEBI:33336	lanthanum
x2c-JFIT-universal	58	CHEBI:33369	cerium
x2c-JFIT-universal	59	CHEBI:49828	praseodymium
x2c-JFIT-universal	60	CHEBI:33372	neodymium
x2c-JFIT-universal	61	CHEBI:33373	promethium
x2c-JFIT-universal	62	CHEBI:33374	samarium
x2c-JFIT-universal	63	CHEBI:32999	europium
x2c-JFIT-universal	64	CHEBI:33375	gadolinium
x2c-JFIT-universal	65	CHEBI:33376	terbium
x2c-JFIT-universal	66	CHEBI:33377	dysprosium
x2c-JFIT-universal	67	CHEBI:49648	holmium
x2c-JFIT-universal	68	CHEBI:33379	erbium
x2c-JFIT-universal	69	CHEBI:33380	thulium
x2c-JFIT-universal	70	CHEBI:33381	ytterbium
x2c-JFIT-universal	71	CHEBI:33382	lutetium
x2c-JFIT-universal	72	CHEBI:33343	hafnium
x2c-JFIT-universal	73	CHEBI:33348	tantalum
x2c-JFIT-universal	74	CHEBI:27998	tungsten
x2c-JFIT-universal	75	CHEBI:49882	rhenium
x2c-JFIT-universal	76	CHEBI:30687	osmium
x2c-JFIT-universal	77	CHEBI:49666	iridium
x2c-JFIT-universal	78	CHEBI:33364	platinum
x2c-JFIT-universal	79	CHEBI:29287	gold
x2c-JFIT-universal	80	CHEBI:25195	mercury
x2c-JFIT-universal	81	CHEBI:30440	thallium
x2c-JFIT-universal	82	CHEBI:25016	lead
x2c-JFIT-universal	83	CHEBI:33301	bismuth
x2c-JFIT-universal	84	CHEBI:33313	polonium
x2c-JFIT-universal	85	CHEBI:30415	astatine
x2c-JFIT-universal	86	CHEBI:33314	radon
x2c-QZVPall	1	CHEBI:49637	hydrogen
x2c-QZVPall	2	CHEBI:30217	helium
x2c-QZVPall	3	CHEBI:30145	lithium
x2c-QZVPall	4	CHEBI:30501	beryllium
x2c-QZVPall	5	CHEBI:27560	boron
x2c-QZVPall	6	CHEBI:27594	carbon
x2c-QZVPall	7	CHEBI:25555	nitrogen
x2c-QZVPall	8	CHEBI:25805	oxygen
x2c-QZVPall	9	CHEBI:24061	fluorine
x2c-QZVPall	10	CHEBI:33310	neon
x2c-QZVPall	11	CHEBI:26708	sodium
x2c-QZVPall	12	CHEBI:25107	magnesium
x2c-QZVPall	13	CHEBI:28984	aluminium
x2c-QZVPall	14	CHEBI:27573	silicon
x2c-QZVPall	15	CHEBI:28659	phosphorus
x2c-QZVPall	16	CHEBI:26833	sulfur
x2c-QZVPall	17	CHEBI:23116	chlorine
x2c-QZVPall	18	CHEBI:49475	argon
x2c-QZVPall	19	CHEBI:26216	potassium
x2c-QZVPall	20	CHEBI:22984	calcium
x2c-QZVPall	21	CHEBI:33330	scandium
x2c-QZVPall	22	CHEBI:33341	titanium
x2c-QZVPall	23	CHEBI:27698	vanadium
x2c-QZVPall	24	CHEBI:28073	chromium
x2c-QZVPall	25	CHEBI:18291	manganese
x2c-QZVPall	26	CHEBI:18248	iron
x2c-QZVPall	27	CHEBI:27638	cobalt
x2c-QZVPall	28	CHEBI:28112	nickel
x2c-QZVPall	29	CHEBI:28694	copper
x2c-QZVPall	30	CHEBI:27363	zinc
x2c-QZVPall	31	CHEBI:49631	gallium
x2c-QZVPall	32	CHEBI:30441	germanium
x2c-QZVPall	33	CHEBI:27563	arsenic
x2c-QZVPall	34	CHEBI:27568	selenium
x2c-QZVPall	35	CHEBI:22927	bromine
x2c-QZVPall	36	CHEBI:49696	krypton
x2c-QZVPall	37	CHEBI:33322	rubidium
x2c-QZVPall	38	CHEBI:33324	strontium
x2c-QZVPall	39	CHEBI:33331	yttrium
x2c-QZVPall	40	CHEBI:33342	zirconium
x2c-QZVPall	41	CHEBI:33344	niobium
x2c-QZVPall	42	CHEBI:28685	molybdenum
x2c-QZVPall	43	CHEBI:33353	technetium
x2c-QZVPall	44	CHEBI:30682	ruthenium
x2c-QZVPall	45	CHEBI:33359	rhodium
x2c-QZVPall	46	CHEBI:33363	palladium
x2c-QZVPall	47	CHEBI:30512	silver
x2c-QZVPall	48	CHEBI:22977	cadmium
x2c-QZVPall	49	CHEBI:30430	indium
x2c-QZVPall	50	CHEBI:27007	tin
x2c-QZVPall	51	CHEBI:30513	antimony
x2c-QZVPall	52	CHEBI:30452	tellurium
x2c-QZVPall	53	CHEBI:24859	iodine
x2c-QZVPall	54	CHEBI:49957	xenon
x2c-QZVPall	55	CHEBI:30514	caesium
x2c-QZVPall	56	CHEBI:32594	barium
x2c-QZVPall	57	CHEBI:33336	lanthanum
x2c-QZVPall	58	CHEBI:33369	cerium
x2c-QZVPall	59	CHEBI:49828	praseodymium
x2c-QZVPall	60	CHEBI:33372	neodymium
x2c-QZVPall	61	CHEBI:33373	promethium
x2c-QZVPall	62	CHEBI:33374	samarium
x2c-QZVPall	63	CHEBI:32999	europium
x2c-QZVPall	64	CHEBI:33375	gadolinium
x2c-QZVPall	65	CHEBI:33376	terbium
x2c-QZVPall	66	CHEBI:33377	dysprosium
x2c-QZVPall	67	CHEBI:49648	holmium
x2c-QZVPall	68	CHEBI:33379	erbium
x2c-QZVPall	69	CHEBI:33380	thulium
x2c-QZVPall	70	CHEBI:33381	ytterbium
x2c-QZVPall	71	CHEBI:33382	lutetium
x2c-QZVPall	72	CHEBI:33343	hafnium
x2c-QZVPall	73	CHEBI:33348	tantalum
x2c-QZVPall	74	CHEBI:27998	tungsten
x2c-QZVPall	75	CHEBI:49882	rhenium
x2c-QZVPall	76	CHEBI:30687	osmium
x2c-QZVPall	77	CHEBI:49666	iridium
x2c-QZVPall	78	CHEBI:33364	platinum
x2c-QZVPall	79	CHEBI:29287	gold
